,prompt,classes,answer_index
35,"Q: Is the following equation valid: 9 * 2 * 6 - 2 * 5 + 9 = 539?
A) True
B) False
A:","[' True', ' False']",1
36,"Q: Is the following equation valid: 10 * 5 * 4 - 4 / 2 - 10 = 88.0?
A) True
B) False
A:","[' True', ' False']",0
37,"Q: Is the following equation valid: 6 * 10 + 6 + 10 * 3 * 5 = 1140?
A) True
B) False
A:","[' True', ' False']",0
38,"Q: Is the following equation valid: 8 - 2 / 9 / 6 - 6 / 8 = -0.7361111111111112?
A) True
B) False
A:","[' True', ' False']",0
39,"Q: Is the following equation valid: 4 / 5 - 5 + 2 / 2 + 5 = 3.9?
A) True
B) False
A:","[' True', ' False']",0
40,"Q: Is the following equation valid: 8 / 5 / 6 / 2 / 9 * 2 = 0.02962962962962963?
A) True
B) False
A:","[' True', ' False']",0
41,"Q: Is the following equation valid: 4 * 3 - 3 * 3 + 9 / 3 = 12.0?
A) True
B) False
A:","[' True', ' False']",0
42,"Q: Is the following equation valid: 10 + 9 + 7 + 8 * 8 - 2 = 269?
A) True
B) False
A:","[' True', ' False']",1
43,"Q: Is the following equation valid: 5 * 9 + 8 * 6 / 9 * 10 = 353.33333333333337?
A) True
B) False
A:","[' True', ' False']",0
44,"Q: Is the following equation valid: 5 * 6 - 5 - 6 / 1 + 9 = 25.0?
A) True
B) False
A:","[' True', ' False']",1
45,"Q: Is the following equation valid: 7 - 10 * 4 * 2 - 7 * 8 = -244?
A) True
B) False
A:","[' True', ' False']",1
46,"Q: Is the following equation valid: 3 / 4 / 4 / 6 + 7 - 3 = 4.03125?
A) True
B) False
A:","[' True', ' False']",1
47,"Q: Is the following equation valid: 9 - 8 * 6 - 2 / 4 + 6 = 5.0?
A) True
B) False
A:","[' True', ' False']",1
48,"Q: Is the following equation valid: 1 + 10 - 9 - 1 + 2 / 4 = 4.75?
A) True
B) False
A:","[' True', ' False']",1
49,"Q: Is the following equation valid: 7 + 8 * 5 / 7 * 10 / 2 = 51.57142857142857?
A) True
B) False
A:","[' True', ' False']",1
50,"Q: Is the following equation valid: 3 - 3 / 6 - 6 - 10 * 6 = -98.0?
A) True
B) False
A:","[' True', ' False']",1
51,"Q: Is the following equation valid: 9 / 10 * 9 * 7 * 8 * 9 = 4085.3999999999996?
A) True
B) False
A:","[' True', ' False']",1
52,"Q: Is the following equation valid: 8 - 4 / 2 * 1 + 3 * 1 = 2.0?
A) True
B) False
A:","[' True', ' False']",1
53,"Q: Is the following equation valid: 1 + 8 * 1 * 6 / 7 - 1 = 6.714285714285714?
A) True
B) False
A:","[' True', ' False']",0
54,"Q: Is the following equation valid: 8 - 2 * 7 * 4 * 8 / 2 = 676.0?
A) True
B) False
A:","[' True', ' False']",1
55,"Q: Is the following equation valid: 7 / 10 / 3 + 4 - 3 * 2 = 2.466666666666667?
A) True
B) False
A:","[' True', ' False']",1
56,"Q: Is the following equation valid: 8 / 3 - 7 * 6 + 8 - 6 = -22.000000000000004?
A) True
B) False
A:","[' True', ' False']",1
57,"Q: Is the following equation valid: 2 + 4 - 7 + 4 * 7 * 8 = 168?
A) True
B) False
A:","[' True', ' False']",0
58,"Q: Is the following equation valid: 8 - 1 * 1 - 10 * 1 - 2 = -5?
A) True
B) False
A:","[' True', ' False']",0
59,"Q: Is the following equation valid: 7 / 3 / 5 - 1 * 1 - 10 = -12.533333333333333?
A) True
B) False
A:","[' True', ' False']",1
60,"Q: Is the following equation valid: 3 / 7 - 8 + 7 + 4 * 3 = 12.285714285714286?
A) True
B) False
A:","[' True', ' False']",1
61,"Q: Is the following equation valid: 9 + 6 - 2 * 6 * 4 + 8 = 320?
A) True
B) False
A:","[' True', ' False']",0
62,"Q: Is the following equation valid: 9 * 4 * 4 - 3 + 3 * 4 = 576?
A) True
B) False
A:","[' True', ' False']",0
63,"Q: Is the following equation valid: 1 + 3 + 10 / 5 - 9 / 3 = -2.066666666666667?
A) True
B) False
A:","[' True', ' False']",0
64,"Q: Is the following equation valid: 1 - 3 - 7 - 7 - 4 / 6 = -3.3333333333333335?
A) True
B) False
A:","[' True', ' False']",0
65,"Q: Is the following equation valid: 3 + 1 / 2 - 5 + 2 + 7 = 6.0?
A) True
B) False
A:","[' True', ' False']",0
66,"Q: Is the following equation valid: 2 * 5 * 9 * 3 / 6 - 2 = 43.0?
A) True
B) False
A:","[' True', ' False']",0
67,"Q: Is the following equation valid: 9 / 10 + 8 + 10 / 6 * 9 = 28.349999999999998?
A) True
B) False
A:","[' True', ' False']",0
68,"Q: Is the following equation valid: 7 - 5 / 5 + 7 * 9 / 10 = 6.660000000000001?
A) True
B) False
A:","[' True', ' False']",0
69,"Q: Is the following equation valid: 4 / 5 + 5 + 1 + 7 - 9 = 4.800000000000001?
A) True
B) False
A:","[' True', ' False']",0
70,"Q: Is the following equation valid: 8 / 10 / 1 - 9 + 7 - 9 = -8.2?
A) True
B) False
A:","[' True', ' False']",1
71,"Q: Is the following equation valid: 2 + 7 * 7 * 9 - 3 + 4 = 568?
A) True
B) False
A:","[' True', ' False']",1
72,"Q: Is the following equation valid: 8 + 1 - 3 / 10 - 3 + 2 = -0.3999999999999999?
A) True
B) False
A:","[' True', ' False']",0
73,"Q: Is the following equation valid: 8 + 9 / 7 * 2 / 1 - 8 = -1.1428571428571432?
A) True
B) False
A:","[' True', ' False']",1
74,"Q: Is the following equation valid: 7 * 3 + 9 - 9 + 3 / 7 = 1.4285714285714284?
A) True
B) False
A:","[' True', ' False']",1
75,"Q: Is the following equation valid: 9 * 8 + 4 / 4 * 4 * 7 = 532.0?
A) True
B) False
A:","[' True', ' False']",0
76,"Q: Is the following equation valid: 7 / 6 - 2 / 6 - 4 / 3 = -1.3796296296296298?
A) True
B) False
A:","[' True', ' False']",0
77,"Q: Is the following equation valid: 7 * 4 - 4 * 1 / 9 / 5 = 3.533333333333333?
A) True
B) False
A:","[' True', ' False']",1
78,"Q: Is the following equation valid: 3 / 7 / 5 + 9 / 8 * 4 = 4.542857142857143?
A) True
B) False
A:","[' True', ' False']",0
79,"Q: Is the following equation valid: 8 * 5 + 7 - 6 + 5 * 7 = 321?
A) True
B) False
A:","[' True', ' False']",1
80,"Q: Is the following equation valid: 8 * 6 / 2 - 10 + 9 - 8 = 15.0?
A) True
B) False
A:","[' True', ' False']",0
81,"Q: Is the following equation valid: 10 + 6 - 1 + 4 / 6 / 10 = 0.31666666666666665?
A) True
B) False
A:","[' True', ' False']",0
82,"Q: Is the following equation valid: 2 / 7 * 3 / 3 + 5 + 4 = 12.285714285714285?
A) True
B) False
A:","[' True', ' False']",1
83,"Q: Is the following equation valid: 2 - 5 * 7 + 3 * 1 * 3 = -54?
A) True
B) False
A:","[' True', ' False']",0
84,"Q: Is the following equation valid: 2 - 4 + 1 + 5 / 7 / 6 = 1.0952380952380953?
A) True
B) False
A:","[' True', ' False']",1
85,"Q: Is the following equation valid: 5 + 5 / 2 * 4 * 5 * 7 = 700.0?
A) True
B) False
A:","[' True', ' False']",1
86,"Q: Is the following equation valid: 3 / 3 * 8 - 1 - 5 - 7 = -2.0?
A) True
B) False
A:","[' True', ' False']",1
87,"Q: Is the following equation valid: 3 * 8 + 1 * 10 - 10 + 5 = 243?
A) True
B) False
A:","[' True', ' False']",1
88,"Q: Is the following equation valid: 8 / 5 + 5 + 10 * 1 / 5 = 3.3200000000000003?
A) True
B) False
A:","[' True', ' False']",0
89,"Q: Is the following equation valid: 9 / 5 * 4 / 1 + 4 / 4 = 4.8?
A) True
B) False
A:","[' True', ' False']",1
90,"Q: Is the following equation valid: 9 / 4 - 8 * 1 + 3 + 10 = 7.25?
A) True
B) False
A:","[' True', ' False']",0
91,"Q: Is the following equation valid: 9 + 5 / 10 / 7 - 2 / 7 = -0.2571428571428572?
A) True
B) False
A:","[' True', ' False']",1
92,"Q: Is the following equation valid: 1 + 3 - 6 - 7 - 9 * 9 = -162?
A) True
B) False
A:","[' True', ' False']",0
93,"Q: Is the following equation valid: 1 - 1 + 5 * 3 + 4 * 10 = 194?
A) True
B) False
A:","[' True', ' False']",1
94,"Q: Is the following equation valid: 4 - 4 * 6 - 10 - 7 * 5 = -83?
A) True
B) False
A:","[' True', ' False']",1
95,"Q: Is the following equation valid: 5 + 1 / 2 + 4 - 8 - 2 = -3.0?
A) True
B) False
A:","[' True', ' False']",0
96,"Q: Is the following equation valid: 5 + 8 + 7 / 8 - 1 / 3 = 1.5?
A) True
B) False
A:","[' True', ' False']",1
97,"Q: Is the following equation valid: 3 - 1 * 5 / 9 - 9 + 4 = -5.888888888888889?
A) True
B) False
A:","[' True', ' False']",1
98,"Q: Is the following equation valid: 2 + 9 + 6 - 6 - 7 + 3 = 7?
A) True
B) False
A:","[' True', ' False']",0
99,"Q: Is the following equation valid: 3 / 8 * 5 / 10 / 4 * 4 = 3.1875?
A) True
B) False
A:","[' True', ' False']",1
100,"Q: Is the following equation valid: 2 * 2 + 4 - 6 - 10 - 6 = -10?
A) True
B) False
A:","[' True', ' False']",1
101,"Q: Is the following equation valid: 4 * 8 + 7 + 7 / 2 * 1 = 25.0?
A) True
B) False
A:","[' True', ' False']",1
102,"Q: Is the following equation valid: 3 - 7 / 9 - 9 + 10 / 4 = 0.13888888888888884?
A) True
B) False
A:","[' True', ' False']",0
103,"Q: Is the following equation valid: 1 / 1 / 5 - 4 - 9 * 9 = -115.2?
A) True
B) False
A:","[' True', ' False']",0
104,"Q: Is the following equation valid: 3 * 7 * 1 + 3 - 2 - 4 = 18?
A) True
B) False
A:","[' True', ' False']",0
105,"Q: Is the following equation valid: 8 * 2 / 6 / 9 - 4 + 5 = 1.2962962962962963?
A) True
B) False
A:","[' True', ' False']",0
106,"Q: Is the following equation valid: 10 - 9 + 5 / 1 * 1 / 6 = 1.0?
A) True
B) False
A:","[' True', ' False']",1
107,"Q: Is the following equation valid: 10 * 4 + 4 + 9 + 3 / 9 = 4.222222222222222?
A) True
B) False
A:","[' True', ' False']",1
108,"Q: Is the following equation valid: 4 + 8 * 8 * 5 + 8 - 9 = 479?
A) True
B) False
A:","[' True', ' False']",0
109,"Q: Is the following equation valid: 8 / 3 + 3 * 4 * 4 * 1 = 88.66666666666666?
A) True
B) False
A:","[' True', ' False']",1
110,"Q: Is the following equation valid: 1 - 1 / 2 - 9 / 6 * 7 = -12.5?
A) True
B) False
A:","[' True', ' False']",1
111,"Q: Is the following equation valid: 8 - 8 * 8 + 1 / 9 / 10 = 0.01111111111111111?
A) True
B) False
A:","[' True', ' False']",0
112,"Q: Is the following equation valid: 5 / 8 / 1 + 4 + 7 * 3 = 32.875?
A) True
B) False
A:","[' True', ' False']",1
113,"Q: Is the following equation valid: 1 / 3 - 2 * 10 * 3 + 5 = -45.0?
A) True
B) False
A:","[' True', ' False']",0
114,"Q: Is the following equation valid: 5 - 1 + 4 + 8 - 1 - 7 = 8?
A) True
B) False
A:","[' True', ' False']",0
115,"Q: Is the following equation valid: 4 * 1 / 2 / 10 + 6 / 10 = 0.62?
A) True
B) False
A:","[' True', ' False']",0
116,"Q: Is the following equation valid: 1 + 1 - 7 + 6 * 6 + 8 = 13?
A) True
B) False
A:","[' True', ' False']",1
117,"Q: Is the following equation valid: 4 - 7 / 2 - 5 / 5 / 3 = -3.4333333333333336?
A) True
B) False
A:","[' True', ' False']",1
118,"Q: Is the following equation valid: 10 / 1 / 4 / 8 / 8 + 6 = 6.0390625?
A) True
B) False
A:","[' True', ' False']",0
119,"Q: Is the following equation valid: 3 + 2 + 4 * 2 / 2 + 7 = 16.0?
A) True
B) False
A:","[' True', ' False']",0
120,"Q: Is the following equation valid: 3 * 5 * 1 * 7 / 9 - 9 = 5.666666666666666?
A) True
B) False
A:","[' True', ' False']",1
121,"Q: Is the following equation valid: 6 + 4 + 1 - 5 - 4 - 6 = 0?
A) True
B) False
A:","[' True', ' False']",1
122,"Q: Is the following equation valid: 5 / 2 - 2 * 7 - 3 + 7 = 8.5?
A) True
B) False
A:","[' True', ' False']",1
123,"Q: Is the following equation valid: 10 * 8 + 7 * 2 / 8 - 8 = 11.75?
A) True
B) False
A:","[' True', ' False']",1
124,"Q: Is the following equation valid: 5 - 7 * 2 * 2 * 4 * 5 = -162?
A) True
B) False
A:","[' True', ' False']",1
125,"Q: Is the following equation valid: 7 - 7 * 8 / 1 / 10 / 7 = 0.0?
A) True
B) False
A:","[' True', ' False']",0
126,"Q: Is the following equation valid: 7 - 8 + 3 / 6 * 3 / 5 = 0.2?
A) True
B) False
A:","[' True', ' False']",0
127,"Q: Is the following equation valid: 5 - 6 - 5 - 5 / 1 / 6 = 1.1666666666666667?
A) True
B) False
A:","[' True', ' False']",1
128,"Q: Is the following equation valid: 5 - 2 - 5 + 10 * 3 / 9 = 2.6666666666666665?
A) True
B) False
A:","[' True', ' False']",1
129,"Q: Is the following equation valid: 9 + 3 + 5 + 7 * 8 + 10 = 202?
A) True
B) False
A:","[' True', ' False']",0
130,"Q: Is the following equation valid: 1 * 2 / 3 - 6 / 1 + 6 = 0.666666666666667?
A) True
B) False
A:","[' True', ' False']",0
131,"Q: Is the following equation valid: 7 - 1 * 10 - 2 / 3 / 1 = 18.333333333333332?
A) True
B) False
A:","[' True', ' False']",1
132,"Q: Is the following equation valid: 8 - 2 / 6 / 5 / 6 / 6 = 0.005555555555555556?
A) True
B) False
A:","[' True', ' False']",0
133,"Q: Is the following equation valid: 10 - 3 + 2 * 6 / 7 * 2 = 12.428571428571429?
A) True
B) False
A:","[' True', ' False']",1
134,"Q: Is the following equation valid: 10 + 3 * 6 * 7 / 5 / 9 = 11.133333333333333?
A) True
B) False
A:","[' True', ' False']",1
135,"Q: Is the following equation valid: 8 - 7 - 1 * 1 - 7 - 2 = -7?
A) True
B) False
A:","[' True', ' False']",1
136,"Q: Is the following equation valid: 9 / 9 / 4 + 10 + 9 / 2 = 13.625?
A) True
B) False
A:","[' True', ' False']",1
137,"Q: Is the following equation valid: 6 - 1 - 1 * 6 / 1 - 5 = 19.0?
A) True
B) False
A:","[' True', ' False']",0
138,"Q: Is the following equation valid: 7 - 2 / 1 * 9 * 7 + 5 = 320.0?
A) True
B) False
A:","[' True', ' False']",0
139,"Q: Is the following equation valid: 5 + 5 * 8 / 10 / 1 * 1 = 8.0?
A) True
B) False
A:","[' True', ' False']",0
140,"Q: Is the following equation valid: 5 / 5 * 9 * 1 - 2 + 10 = 18.0?
A) True
B) False
A:","[' True', ' False']",1
141,"Q: Is the following equation valid: 2 - 1 / 9 - 6 - 3 + 10 = -0.8888888888888893?
A) True
B) False
A:","[' True', ' False']",1
142,"Q: Is the following equation valid: 4 + 8 / 3 - 1 * 1 + 3 = 6.0?
A) True
B) False
A:","[' True', ' False']",0
143,"Q: Is the following equation valid: 5 - 3 / 9 * 4 * 6 + 5 = 12.333333333333332?
A) True
B) False
A:","[' True', ' False']",1
144,"Q: Is the following equation valid: 6 * 7 - 7 * 1 - 4 / 1 = 31.0?
A) True
B) False
A:","[' True', ' False']",0
145,"Q: Is the following equation valid: 5 * 2 / 4 / 7 * 1 / 9 = 2.0396825396825395?
A) True
B) False
A:","[' True', ' False']",1
146,"Q: Is the following equation valid: 4 - 7 - 5 + 2 / 2 * 3 = -10.0?
A) True
B) False
A:","[' True', ' False']",1
147,"Q: Is the following equation valid: 7 + 9 * 1 * 7 + 10 - 2 = 120?
A) True
B) False
A:","[' True', ' False']",0
148,"Q: Is the following equation valid: 10 * 8 * 6 + 9 - 5 + 4 = 485?
A) True
B) False
A:","[' True', ' False']",1
149,"Q: Is the following equation valid: 10 - 8 * 3 / 7 / 9 - 10 = -9.904761904761905?
A) True
B) False
A:","[' True', ' False']",0
150,"Q: Is the following equation valid: 5 / 9 * 5 + 2 + 5 / 8 = 1.2222222222222223?
A) True
B) False
A:","[' True', ' False']",0
151,"Q: Is the following equation valid: 7 - 3 * 1 + 7 / 2 / 5 = 1.1?
A) True
B) False
A:","[' True', ' False']",0
152,"Q: Is the following equation valid: 1 * 3 - 10 * 3 + 8 - 4 = -18?
A) True
B) False
A:","[' True', ' False']",1
153,"Q: Is the following equation valid: 10 - 5 + 9 + 3 + 10 - 7 = 20?
A) True
B) False
A:","[' True', ' False']",0
154,"Q: Is the following equation valid: 1 + 1 * 3 / 9 * 7 * 10 = 49.66666666666666?
A) True
B) False
A:","[' True', ' False']",1
155,"Q: Is the following equation valid: 8 - 7 / 5 - 4 - 5 - 1 = -9.8?
A) True
B) False
A:","[' True', ' False']",0
156,"Q: Is the following equation valid: 5 * 1 / 6 - 10 + 6 / 1 = -6.166666666666666?
A) True
B) False
A:","[' True', ' False']",1
157,"Q: Is the following equation valid: 2 - 1 / 8 / 2 * 3 * 2 = 0.375?
A) True
B) False
A:","[' True', ' False']",0
158,"Q: Is the following equation valid: 2 + 4 - 7 / 2 + 8 * 4 = 30.0?
A) True
B) False
A:","[' True', ' False']",0
159,"Q: Is the following equation valid: 8 - 8 * 6 - 5 + 4 + 10 = 9?
A) True
B) False
A:","[' True', ' False']",0
160,"Q: Is the following equation valid: 2 - 4 * 5 * 3 - 7 + 3 = -32?
A) True
B) False
A:","[' True', ' False']",1
161,"Q: Is the following equation valid: 6 + 4 * 8 / 4 / 5 / 9 = 0.4444444444444444?
A) True
B) False
A:","[' True', ' False']",1
162,"Q: Is the following equation valid: 5 + 7 * 7 / 2 / 2 / 8 = 2.625?
A) True
B) False
A:","[' True', ' False']",0
163,"Q: Is the following equation valid: 2 / 1 + 4 - 7 * 5 + 6 = 3.0?
A) True
B) False
A:","[' True', ' False']",1
164,"Q: Is the following equation valid: 2 + 9 / 3 / 10 - 2 / 8 = -0.20416666666666666?
A) True
B) False
A:","[' True', ' False']",0
165,"Q: Is the following equation valid: 9 + 4 - 3 + 9 * 4 + 1 = 77?
A) True
B) False
A:","[' True', ' False']",0
166,"Q: Is the following equation valid: 3 / 7 + 3 + 10 - 1 * 3 = 37.285714285714285?
A) True
B) False
A:","[' True', ' False']",0
167,"Q: Is the following equation valid: 3 / 7 - 5 - 4 / 9 / 10 = -0.09523809523809523?
A) True
B) False
A:","[' True', ' False']",0
168,"Q: Is the following equation valid: 1 + 3 + 3 * 4 * 5 + 7 = 146?
A) True
B) False
A:","[' True', ' False']",1
169,"Q: Is the following equation valid: 9 + 7 / 9 * 8 - 3 * 2 = 23.444444444444443?
A) True
B) False
A:","[' True', ' False']",1
170,"Q: Is the following equation valid: 8 / 3 / 3 - 8 + 1 / 6 = -1.0185185185185184?
A) True
B) False
A:","[' True', ' False']",1
171,"Q: Is the following equation valid: 3 - 6 / 10 - 1 * 6 + 6 = -1.8000000000000007?
A) True
B) False
A:","[' True', ' False']",0
172,"Q: Is the following equation valid: 3 / 6 * 1 + 9 * 6 - 2 = 55.0?
A) True
B) False
A:","[' True', ' False']",0
173,"Q: Is the following equation valid: 7 * 10 + 2 + 1 + 6 * 2 = 162?
A) True
B) False
A:","[' True', ' False']",1
174,"Q: Is the following equation valid: 6 * 1 + 10 - 5 - 5 - 1 = 5?
A) True
B) False
A:","[' True', ' False']",0
175,"Q: Is the following equation valid: 4 + 5 + 5 + 6 - 8 - 3 = 9?
A) True
B) False
A:","[' True', ' False']",0
176,"Q: Is the following equation valid: 4 / 7 / 3 + 2 + 4 * 3 = 19.571428571428573?
A) True
B) False
A:","[' True', ' False']",1
177,"Q: Is the following equation valid: 1 + 3 + 9 / 6 * 1 - 10 = -7.833333333333334?
A) True
B) False
A:","[' True', ' False']",0
178,"Q: Is the following equation valid: 2 * 9 - 5 + 5 / 7 / 1 = 2.5714285714285716?
A) True
B) False
A:","[' True', ' False']",0
179,"Q: Is the following equation valid: 3 + 2 * 2 - 9 + 1 + 4 = 5?
A) True
B) False
A:","[' True', ' False']",1
180,"Q: Is the following equation valid: 1 / 6 + 3 - 2 / 4 - 3 = -2.7083333333333335?
A) True
B) False
A:","[' True', ' False']",0
181,"Q: Is the following equation valid: 3 * 1 * 7 * 8 * 2 - 1 = 335?
A) True
B) False
A:","[' True', ' False']",0
182,"Q: Is the following equation valid: 4 * 9 + 8 / 6 - 6 * 4 = 5.333333333333332?
A) True
B) False
A:","[' True', ' False']",0
183,"Q: Is the following equation valid: 6 / 10 / 10 - 4 / 7 - 7 = -4.562857142857143?
A) True
B) False
A:","[' True', ' False']",1
184,"Q: Is the following equation valid: 4 * 10 * 10 - 4 - 8 + 5 = 393?
A) True
B) False
A:","[' True', ' False']",1
185,"Q: Is the following equation valid: 3 - 9 * 4 * 4 - 9 + 1 = -104?
A) True
B) False
A:","[' True', ' False']",0
186,"Q: Is the following equation valid: 9 / 10 + 4 / 1 / 4 / 4 = -1.69375?
A) True
B) False
A:","[' True', ' False']",1
187,"Q: Is the following equation valid: 10 / 7 + 4 - 1 + 5 - 5 = 4.428571428571429?
A) True
B) False
A:","[' True', ' False']",0
188,"Q: Is the following equation valid: 1 + 6 + 6 / 4 + 3 - 10 = -3.75?
A) True
B) False
A:","[' True', ' False']",0
189,"Q: Is the following equation valid: 8 + 1 + 4 / 7 * 9 - 4 = 12.714285714285715?
A) True
B) False
A:","[' True', ' False']",0
190,"Q: Is the following equation valid: 6 + 2 - 5 + 4 + 3 / 8 = 1.25?
A) True
B) False
A:","[' True', ' False']",0
191,"Q: Is the following equation valid: 2 + 1 + 5 * 8 - 7 - 10 = 47?
A) True
B) False
A:","[' True', ' False']",0
192,"Q: Is the following equation valid: 4 * 7 + 5 - 7 - 7 - 4 = 15?
A) True
B) False
A:","[' True', ' False']",0
193,"Q: Is the following equation valid: 7 / 9 / 10 / 9 * 1 - 5 = -0.9913580246913583?
A) True
B) False
A:","[' True', ' False']",1
194,"Q: Is the following equation valid: 2 * 5 * 2 / 9 * 4 * 7 = 65.22222222222223?
A) True
B) False
A:","[' True', ' False']",1
195,"Q: Is the following equation valid: 9 - 8 / 4 + 3 * 3 - 6 = 0.75?
A) True
B) False
A:","[' True', ' False']",1
196,"Q: Is the following equation valid: 9 / 7 + 3 - 1 / 1 + 10 = 13.285714285714285?
A) True
B) False
A:","[' True', ' False']",0
197,"Q: Is the following equation valid: 6 / 3 / 4 / 5 + 5 + 3 = 8.1?
A) True
B) False
A:","[' True', ' False']",1
198,"Q: Is the following equation valid: 10 + 2 - 7 * 5 + 6 / 9 = 6.444444444444445?
A) True
B) False
A:","[' True', ' False']",1
199,"Q: Is the following equation valid: 8 + 8 + 5 + 5 / 1 / 8 = 3.25?
A) True
B) False
A:","[' True', ' False']",0
200,"Q: Is the following equation valid: 6 * 6 - 8 / 5 * 5 / 9 = 2.111111111111111?
A) True
B) False
A:","[' True', ' False']",1
201,"Q: Is the following equation valid: 8 - 2 * 8 * 4 - 8 - 5 = 179?
A) True
B) False
A:","[' True', ' False']",0
202,"Q: Is the following equation valid: 2 + 1 / 3 - 9 / 8 / 3 = 1.6666666666666667?
A) True
B) False
A:","[' True', ' False']",1
203,"Q: Is the following equation valid: 3 * 7 * 3 - 4 * 7 / 1 = 413.0?
A) True
B) False
A:","[' True', ' False']",0
